Id,Type,Question,Answer,Reference,Book,Chapter,Verse,StartVerse
1728,A,"According to Acts, chapter 14, verse 7, what did they continue to preach?",The gospel,Acts 14:7,Acts,14,7,7
1729,S,"Situation question: who said it, to whom, and what was the response: ""Stand up on your feet!""?","Paul said it to a man who was lame (in Lystra), and the man jumped up and began to walk",Acts 14:8-10,Acts,14,8-10,8
1730,X,"In Acts, chapter 14, where was a man who was lame sitting?",In Lystra,Acts 14:8,Acts,14,8,8
1731,A,"According to Acts, chapter 14, verse 8, where did a man who was lame sit?",In Lystra,Acts 14:8,Acts,14,8,8
1732,V,"Finish these verses: ""He listened to Paul as...""","""...he was speaking. Paul looked directly at him, saw that he had faith to be healed and called out, ""Stand up on your feet!"" At that, the man jumped up and began to walk.""",Acts 14:9-10,Acts,14,9-10,9
1733,A,"According to Acts, chapter 14, verse 9, to whom did he listen?",Paul,Acts 14:9,Acts,14,9,9
1734,A,"According to Acts, chapter 14, verse 9, who looked directly at him?",Paul,Acts 14:9,Acts,14,9,9
1735,G,Who saw that a man who was lame had faith to be healed?,Paul,Acts 14:9,Acts,14,9,9
1736,G,"Who called out, ""Stand up on your feet!""?",Paul,Acts 14:10,Acts,14,10,10
1737,A,"According to Acts, chapter 14, verse 11, who saw what Paul had done?",The crowd,Acts 14:11,Acts,14,11,11
1738,G,"Who shouted, ""The gods have come down to us in human form!""?",The crowd,Acts 14:11,Acts,14,11,11
1739,G,"Who shouted in the Lycaonian language, ""The gods have come down to us in human form!""?",The crowd,Acts 14:11,Acts,14,11,11
1740,X,"Two-part question: whom did the crowd call Zeus, and whom did they call Hermes?",1) Barnabas; 2) Paul,Acts 14:12,Acts,14,12,12
1741,X,"Two-part question: in Acts, chapter 14, what did they call Barnabas, and what did they call Paul?",1) Zeus; 2) Hermes,Acts 14:12,Acts,14,12,12
1742,A,"According to Acts, chapter 14, verse 12, what did they call Paul?",Hermes,Acts 14:12,Acts,14,12,12
1743,A,"According to Acts, chapter 14, verse 12, what did they call Barnabas?",Zeus,Acts 14:12,Acts,14,12,12
1744,G,Whom did the crowd call Zeus?,Barnabas,Acts 14:12,Acts,14,12,12
1745,G,Who was the chief speaker?,Paul,Acts 14:12,Acts,14,12,12
1746,G,Whom did the crowd call Hermes?,Paul,Acts 14:12,Acts,14,12,12
1747,G,Whose temple was just outside the city?,Zeus',Acts 14:13,Acts,14,13,13
1748,A,"According to Acts, chapter 14, verse 13, what was just outside the city?",Zeus' temple,Acts 14:13,Acts,14,13,13
1749,G,What did the priest of Zeus and the crowd want to offer to Barnabas and Paul?,Sacrifices,Acts 14:13,Acts,14,13,13
1750,G,What did Barnabas and Paul tear?,Their clothes,Acts 14:14,Acts,14,14,14
1751,V,"Finish this verse: """"Friends, why are you doing...""","""...this? We too are only human, like you. We are bringing you good news, telling you to turn from these worthless things to the living God, who made the heavens and the earth and the sea and everything in them.""",Acts 14:15,Acts,14,15,15
1752,A,"According to Acts, chapter 14, verse 15, what are we bringing you?",Good news,Acts 14:15,Acts,14,15,15
1753,G,Whom did God let go their own way in the past?,All nations,Acts 14:16,Acts,14,16,16
1754,X,"Two-part question: in Acts, chapter 14, with what does God provide you, and with what does he fill your hearts?",1) Plenty of food; 2) Joy,Acts 14:17,Acts,14,17,17
1755,X,"Two-part question: in Acts, chapter 14, what does God give you from heaven, and what does he give you in their seasons?",1) Rain; 2) Crops,Acts 14:17,Acts,14,17,17
1756,A,"According to Acts, chapter 14, verse 17, with what does he fill your hearts?",Joy,Acts 14:17,Acts,14,17,17
1757,G,What has God shown by giving you rain from heaven and crops in their seasons?,Kindness,Acts 14:17,Acts,14,17,17
1758,A,"According to Acts, chapter 14, verse 17, what does he give you from heaven?",Rain,Acts 14:17,Acts,14,17,17
1759,A,"According to Acts, chapter 14, verse 17, what does he fill with joy?",Your hearts,Acts 14:17,Acts,14,17,17
1760,A,"According to Acts, chapter 14, verse 17, what has he shown?",Kindness,Acts 14:17,Acts,14,17,17
1761,A,"According to Acts, chapter 14, verse 17, without what has he not left himself?",Testimony,Acts 14:17,Acts,14,17,17
1762,G,What does God give you in their seasons?,Crops,Acts 14:17,Acts,14,17,17
1763,G,Even with what did Barnabas and Paul have difficulty keeping the crowd from sacrificing to them?,These words,Acts 14:18,Acts,14,18,18
1764,G,Whom did Barnabas and Paul have difficulty keeping from sacrificing to them?,The crowd,Acts 14:18,Acts,14,18,18
1765,X,"In Acts, chapter 14, who was stoned?",Paul,Acts 14:19,Acts,14,19,19
1766,A,"According to Acts, chapter 14, verse 19, whom did they drag outside the city?",Paul,Acts 14:19,Acts,14,19,19
1767,A,"According to Acts, chapter 14, verse 19, whom did they stone?",Paul,Acts 14:19,Acts,14,19,19
1768,A,"According to Acts, chapter 14, verse 19, who came from Antioch and Iconium?",Some Jews,Acts 14:19,Acts,14,19,19
1769,G,Who came from Antioch and Iconium and won the crowd over?,Some Jews,Acts 14:19,Acts,14,19,19
1770,G,Whom did some Jews from Antioch and Iconium win over?,The crowd,Acts 14:19,Acts,14,19,19
1771,A,"According to Acts, chapter 14, verse 20, for where did he and Barnabas leave the next day?",Derbe,Acts 14:20,Acts,14,20,20
1772,A,"According to Acts, chapter 14, verse 20, into where did he go back?",The city,Acts 14:20,Acts,14,20,20
1773,A,"According to Acts, chapter 14, verse 20, who had gathered around him?",The disciples,Acts 14:20,Acts,14,20,20
1774,S,"Situation question: who said it, and to whom: ""We must go through many hardships to enter the kingdom of God.""?","Paul and Barnabas said it to the disciples in Lystra, Iconium and Antioch",Acts 14:21-22,Acts,14,21-22,21
1775,A,"According to Acts, chapter 14, verse 21, what did they preach in that city?",The gospel,Acts 14:21,Acts,14,21,21
1776,A,"According to Acts, chapter 14, verse 22, whom were they encouraging to remain true to the faith?",The disciples,Acts 14:22,Acts,14,22,22
1777,A,"According to Acts, chapter 14, verse 22, whom were they strengthening?",The disciples,Acts 14:22,Acts,14,22,22
1778,G,Through what must we go to enter the kingdom of God?,Many hardships,Acts 14:22,Acts,14,22,22
1779,R,"Finish this verse and give the reference: ""Paul and Barnabas appointed elders...""","""...for them in each church and, with prayer and fasting, committed them to the Lord, in whom they had put their trust.""",Acts 14:23,Acts,14,23,23
1780,A,"According to Acts, chapter 14, verse 23, to whom did Paul and Barnabas commit elders?",The Lord,Acts 14:23,Acts,14,23,23
1781,A,"According to Acts, chapter 14, verse 23, in whom had they put their trust?",The Lord,Acts 14:23,Acts,14,23,23
1782,A,"According to Acts, chapter 14, verse 23, what had they put in the Lord?",Their trust,Acts 14:23,Acts,14,23,23
1783,G,Whom did Paul and Barnabas commit to the Lord?,Elders,Acts 14:23,Acts,14,23,23
1784,G,Whom did Paul and Barnabas appoint for them in each church?,Elders,Acts 14:23,Acts,14,23,23
1785,A,"According to Acts, chapter 14, verse 24, into where did they come?",Pamphylia,Acts 14:24,Acts,14,24,24
1786,A,"According to Acts, chapter 14, verse 24, through where did they go?",Pisidia,Acts 14:24,Acts,14,24,24
1787,A,"According to Acts, chapter 14, verse 25, to where did they go down?",Attalia,Acts 14:25,Acts,14,25,25
1788,A,"According to Acts, chapter 14, verse 26, to where did they sail back?",Antioch,Acts 14:26,Acts,14,26,26
1789,G,From where did Paul and Barnabas sail back to Antioch?,Attalia,Acts 14:26,Acts,14,26,26
1790,G,To where did Paul and Barnabas sail back from Attalia?,Antioch,Acts 14:26,Acts,14,26,26
1791,G,Who had opened a door of faith to the Gentiles?,God,Acts 14:27,Acts,14,27,27
1792,G,To whom had God opened a door of faith?,The Gentiles,Acts 14:27,Acts,14,27,27
1793,G,Where did Paul and Barnabas stay a long time with the disciples?,In Antioch,Acts 14:28,Acts,14,28,28
1794,A,"According to Acts, chapter 15, verse 1, who came down from Judea to Antioch?",Certain people,Acts 15:1,Acts,15,1,1
1795,A,"According to Acts, chapter 15, verse 1, from where did certain people come to Antioch?",Judea,Acts 15:1,Acts,15,1,1
1796,G,"Whom were certain people teaching: ""Unless you are circumcised, according to the custom taught by Moses, you cannot be saved.""?",The believers,Acts 15:1,Acts,15,1,1
1797,A,"According to Acts, chapter 15, verse 2, along with whom were Paul and Barnabas appointed to go to Jerusalem?",Some other believers,Acts 15:2,Acts,15,2,2
1798,G,"About what were Paul and Barnabas, along with some other believers, appointed to go up to Jerusalem to see the apostles and elders?",This question,Acts 15:2,Acts,15,2,2
1799,G,Who were brought into sharp dispute and debate with them?,Paul and Barnabas,Acts 15:2,Acts,15,2,2
1800,A,"According to Acts, chapter 15, verse 3, whom did this news make very glad?",All the believers,Acts 15:3,Acts,15,3,3
1801,A,"According to Acts, chapter 15, verse 3, through where did they travel?",Phoenicia and Samaria,Acts 15:3,Acts,15,3,3
1802,A,"According to Acts, chapter 15, verse 3, who had been converted?",The Gentiles,Acts 15:3,Acts,15,3,3
1803,A,"According to Acts, chapter 15, verse 3, who sent them on their way?",The church,Acts 15:3,Acts,15,3,3
1804,A,"According to Acts, chapter 15, verse 3, what did this news make all the believers?",Very glad,Acts 15:3,Acts,15,3,3
1805,A,"According to Acts, chapter 15, verse 4, to where did they come?",Jerusalem,Acts 15:4,Acts,15,4,4
1806,S,"Situation question: who said it, and to whom: ""Brothers, you know that some time ago God made a choice among you that the Gentiles might hear from my lips the message of the gospel and believe.""?",Peter said it to the apostles and elders,Acts 15:6-7,Acts,15,6-7,6
1807,X,"In Acts, chapter 15, whom did Peter address?",The apostles and elders,Acts 15:6-7,Acts,15,6-7,6
1808,X,"In Acts, chapter 15, who heard the message of the gospel from Peter's lips?",The Gentiles,Acts 15:7,Acts,15,7,7
1809,A,"According to Acts, chapter 15, verse 7, when did Peter get up and address them?",After much discussion,Acts 15:7,Acts,15,7,7
1810,A,"According to Acts, chapter 15, verse 7, who got up and addressed them?",Peter,Acts 15:7,Acts,15,7,7
1811,A,"According to Acts, chapter 15, verse 7, who might hear from my lips the message of the gospel and believe?",The Gentiles,Acts 15:7,Acts,15,7,7
1812,G,When did Peter get up and address the apostles and elders?,After much discussion,Acts 15:7,Acts,15,7,7
1813,G,Who made a choice among the apostles and elders some time ago that the Gentiles might hear from Peter's lips the message of the gospel and believe?,God,Acts 15:7,Acts,15,7,7
1814,G,Who got up and addressed the apostles and elders after much discussion?,Peter,Acts 15:7,Acts,15,7,7
1815,G,When did God make a choice among the apostles and elders that the Gentiles might hear from Peter's lips the message of the gospel and believe?,Some time ago,Acts 15:7,Acts,15,7,7
1816,Q,"Quote Acts, chapter 15, verses 8 through 9.","""God, who knows the heart, showed that he accepted them by giving the Holy Spirit to them, just as he did to us. He did not discriminate between us and them, for he purified their hearts by faith.""",Acts 15:8-9,Acts,15,8-9,8
1817,X,"In Acts, chapter 15, whom did God accept?",The Gentiles,Acts 15:8,Acts,15,8,8
1818,A,"According to Acts, chapter 15, verse 8, whom did God give to them?",The Holy Spirit,Acts 15:8,Acts,15,8,8
1819,A,"According to Acts, chapter 15, verse 8, what does God know?",The heart,Acts 15:8,Acts,15,8,8
1820,G,Who showed that he accepted the Gentiles by giving the Holy Spirit to them?,God,Acts 15:8,Acts,15,8,8
1821,G,Who knows the heart?,God,Acts 15:8,Acts,15,8,8
1822,G,Whom did God accept by giving the Holy Spirit to them?,The Gentiles,Acts 15:8,Acts,15,8,8
1823,A,"According to Acts, chapter 15, verse 9, what did he purify?",Their hearts,Acts 15:9,Acts,15,9,9
1824,G,How did God purify the Gentiles' hearts?,By faith,Acts 15:9,Acts,15,9,9
1825,G,Who purified the Gentiles' hearts by faith?,God,Acts 15:9,Acts,15,9,9
1826,G,Who did not discriminate between us and the Gentiles?,God,Acts 15:9,Acts,15,9,9
1827,G,Whose hearts did God purify by faith?,The Gentiles',Acts 15:9,Acts,15,9,9
1828,S,"Situation question: who said it, and to whom: ""Now then, why do you try to test God by putting on the necks of Gentiles a yoke that neither we nor our ancestors have been able to bear?""",Peter said it to the apostles and elders,Acts 15:10,Acts,15,10,10
1829,A,"According to Acts, chapter 15, verse 10, whom do you try to test?",God,Acts 15:10,Acts,15,10,10
1830,Q,"Quote Acts, chapter 15, verse 11.","""No! We believe it is through the grace of our Lord Jesus that we are saved, just as they are.""""",Acts 15:11,Acts,15,11,11
1831,S,"Situation question: who said it, and to whom: ""No! We believe it is through the grace of our Lord Jesus that we are saved, just as they are.""?",Peter said it to the apostles and elders,Acts 15:11,Acts,15,11,11
1832,Q,"Quote Acts, chapter 15, verse 11.","""No! We believe it is through the grace of our Lord Jesus that we are saved, just as they are.""""",Acts 15:11,Acts,15,11,11
1833,G,Among whom had God done signs and wonders through Barnabas and Paul?,The Gentiles,Acts 15:12,Acts,15,12,12
1834,A,"According to Acts, chapter 15, verse 12, what had God done among the Gentiles through Barnabas and Paul?",Signs and wonders,Acts 15:12,Acts,15,12,12
1835,A,"According to Acts, chapter 15, verse 12, what did the whole assembly become?",Silent,Acts 15:12,Acts,15,12,12
1836,G,Through whom had God done signs and wonders among the Gentiles?,Barnabas and Paul,Acts 15:12,Acts,15,12,12
1837,G,Who had done signs and wonders among the Gentiles through Barnabas and Paul?,God,Acts 15:12,Acts,15,12,12
1838,G,Who became silent as they listened to Barnabas and Paul telling about the signs and wonders God had done among the Gentiles through them?,The whole assembly,Acts 15:12,Acts,15,12,12
1839,A,"According to Acts, chapter 15, verse 13, who spoke up?",James,Acts 15:13,Acts,15,13,13
1840,G,Who first intervened to choose a people for his name from the Gentiles?,God,Acts 15:14,Acts,15,14,14
1841,G,Who has described to us how God first intervened to choose a people for his name from the Gentiles?,Simon [OR Peter],Acts 15:14,Acts,15,14,14
1842,G,From whom did God choose a people for his name?,The Gentiles,Acts 15:14,Acts,15,14,14
1843,X,"From what Old Testament book does the following quotation come: ""After this I will return and rebuild David's fallen tent.""?",Amos,Acts 15:16,Acts,15,16,16
1844,X,"From what Old Testament book does the following quotation come: ""Its ruins I will rebuild, and I will restore it, that the rest of mankind may seek the Lord, even all the Gentiles who bear my name, says the Lord, who does these things.""?",Amos,Acts 15:16-17,Acts,15,16-17,16
1845,A,"According to Acts, chapter 15, verse 16, when will I return and rebuild David's fallen tent?",After this,Acts 15:16,Acts,15,16,16
1846,G,Whose fallen tent will I rebuild?,David's,Acts 15:16,Acts,15,16,16
1847,G,Whom may the rest of mankind seek?,The Lord,Acts 15:17,Acts,15,17,17
1848,A,"According to Acts, chapter 15, verse 17, who does these things?",The Lord,Acts 15:17,Acts,15,17,17
1849,Q,"Quote Acts, chapter 15, verse 19.","""""It is my judgment, therefore, that we should not make it difficult for the Gentiles who are turning to God.""",Acts 15:19,Acts,15,19,19
1850,G,What should we not make it for the Gentiles who are turning to God?,Difficult,Acts 15:19,Acts,15,19,19
1851,G,"To whom should we write, telling them to abstain from food polluted by idols, from sexual immorality, from the meat of strangled animals and from blood?",The Gentiles,Acts 15:20,Acts,15,20,20
1852,G,Where is the law of Moses read on every Sabbath?,In the synagogues,Acts 15:21,Acts,15,21,21
1853,A,"According to Acts, chapter 15, verse 22, what was Judas called?",Barsabbas,Acts 15:22,Acts,15,22,22
1854,A,"According to Acts, chapter 15, verse 22, who was called Barsabbas?",Judas,Acts 15:22,Acts,15,22,22
1855,G,Among whom were Judas and Silas leaders?,The believers,Acts 15:22,Acts,15,22,22
1856,X,How will Judas and Silas confirm what the apostles and elders are writing?,By word of mouth,Acts 15:27,Acts,15,27,27
1857,A,"According to Acts, chapter 15, verse 30, whom did the men gather together?",The church,Acts 15:30,Acts,15,30,30
1858,A,"According to Acts, chapter 15, verse 30, what did they deliver?",The letter,Acts 15:30,Acts,15,30,30
1859,A,"According to Acts, chapter 15, verse 30, who went down to Antioch?",The men,Acts 15:30,Acts,15,30,30
1860,A,"According to Acts, chapter 15, verse 30, who were sent off?",The men,Acts 15:30,Acts,15,30,30
1861,G,Where did the men gather the church together and deliver the letter?,Antioch,Acts 15:30,Acts,15,30,30
1862,A,"According to Acts, chapter 15, verse 31, who were glad?",The people,Acts 15:31,Acts,15,31,31
1863,X,"In Acts, chapter 15, who were prophets?",Judas and Silas,Acts 15:32,Acts,15,32,32
1864,X,"In Acts, chapter 15, who encouraged and strengthened the believers?",Judas and Silas,Acts 15:32,Acts,15,32,32
1865,A,"According to Acts, chapter 15, verse 32, what were Judas and Silas themselves?",Prophets,Acts 15:32,Acts,15,32,32
1866,G,What did Judas and Silas say to encourage and strengthen the believers?,Much,Acts 15:32,Acts,15,32,32
1867,A,"According to Acts, chapter 15, verse 33, by whom were they sent off?",The believers,Acts 15:33,Acts,15,33,33
1868,G,By whom were Judas and Silas sent off with the blessing of peace to return to those who had sent them?,The believers,Acts 15:33,Acts,15,33,33
1869,A,"According to Acts, chapter 15, verse 35, where did Paul and Barnabas and many others teach and preach the word of the Lord?",In Antioch,Acts 15:35,Acts,15,35,35
1870,A,"According to Acts, chapter 15, verse 35, where did Paul and Barnabas remain?",In Antioch,Acts 15:35,Acts,15,35,35
1871,S,"Situation question: who said it, and to whom: ""Let us go back and visit the believers in all the towns where we preached the word of the Lord and see how they are doing.""?",Paul said it to Barnabas,Acts 15:36,Acts,15,36,36
1872,G,"To whom did Paul say, ""Let us go back and visit the believers in all the towns where we preached the word of the Lord and see how they are doing.""?",Barnabas,Acts 15:36,Acts,15,36,36
1873,G,"Who said to Barnabas, ""Let us go back and visit the believers in all the towns where we preached the word of the Lord and see how they are doing.""?",Paul,Acts 15:36,Acts,15,36,36
1874,A,"According to Acts, chapter 15, verse 37, what was John also called?",Mark,Acts 15:37,Acts,15,37,37
1875,G,Where had John deserted Paul and Barnabas?,In Pamphylia,Acts 15:38,Acts,15,38,38
1876,G,Who did not think it wise to take John?,Paul,Acts 15:38,Acts,15,38,38
1877,G,In what had John not continued with Paul and Barnabas?,The work,Acts 15:38,Acts,15,38,38
1878,A,"According to Acts, chapter 15, verse 39, who took Mark?",Barnabas,Acts 15:39,Acts,15,39,39
1879,A,"According to Acts, chapter 15, verse 39, for where did Barnabas and Mark sail?",Cyprus,Acts 15:39,Acts,15,39,39
1880,A,"According to Acts, chapter 15, verse 39, whom did Barnabas take?",Mark,Acts 15:39,Acts,15,39,39
1881,G,Who took Mark and sailed for Cyprus?,Barnabas,Acts 15:39,Acts,15,39,39
1882,A,"According to Acts, chapter 15, verse 40, whom did Paul choose?",Silas,Acts 15:40,Acts,15,40,40
1883,G,Who chose Silas and left?,Paul,Acts 15:40,Acts,15,40,40
1884,G,By whom was Paul commended to the grace of the Lord?,The believers,Acts 15:40,Acts,15,40,40
1885,X,Who was strengthening the churches as he went through Syria and Cilicia?,Paul,Acts 15:41,Acts,15,41,41
1886,X,"In Acts, chapter 15, whom was Paul strengthening as he went through Syria and Cilicia?",The churches,Acts 15:41,Acts,15,41,41
1887,A,"According to Acts, chapter 15, verse 41, whom was he strengthening?",The churches,Acts 15:41,Acts,15,41,41
1888,G,"Who went through Syria and Cilicia, strengthening the churches?",Paul,Acts 15:41,Acts,15,41,41
1889,X,Two-part answer: what was Timothy's mother?,1) Jewish; 2) A believer,Acts 16:1,Acts,16,1,1
1890,A,"According to Acts, chapter 16, verse 1, who came to Derbe and then to Lystra?",Paul,Acts 16:1,Acts,16,1,1
1891,A,"According to Acts, chapter 16, verse 1, what was Timothy?",A disciple,Acts 16:1,Acts,16,1,1
1892,A,"According to Acts, chapter 16, verse 1, who was a Greek?",Timothy's father,Acts 16:1,Acts,16,1,1
1893,A,"According to Acts, chapter 16, verse 1, who was a believer?",Timothy's mother,Acts 16:1,Acts,16,1,1
1894,A,"According to Acts, chapter 16, verse 1, who was Jewish?",Timothy's mother,Acts 16:1,Acts,16,1,1
1895,G,What was Timothy's father?,A Greek,Acts 16:1,Acts,16,1,1
1896,G,Where did a disciple named Timothy live?,In Lystra,Acts 16:1,Acts,16,1,1
1897,G,Of whom did the believers at Lystra and Iconium speak well?,Timothy,Acts 16:2,Acts,16,2,2
1898,A,"According to Acts, chapter 16, verse 3, what was his father?",A Greek,Acts 16:3,Acts,16,3,3
1899,G,On what did Paul want to take Timothy along?,The journey,Acts 16:3,Acts,16,3,3
1900,G,Whom did Paul want to take along on the journey?,Timothy,Acts 16:3,Acts,16,3,3
1901,G,Whom did Paul circumcise?,Timothy,Acts 16:3,Acts,16,3,3
1902,G,Who circumcised Timothy?,Paul,Acts 16:3,Acts,16,3,3
1903,G,Who wanted to take Timothy along on the journey?,Paul,Acts 16:3,Acts,16,3,3
1904,A,"According to Acts, chapter 16, verse 5, who grew daily in numbers?",The churches,Acts 16:5,Acts,16,5,5
1905,A,"According to Acts, chapter 16, verse 5, who were strengthened in the faith?",The churches,Acts 16:5,Acts,16,5,5
1906,G,In what did the churches grow daily?,Numbers,Acts 16:5,Acts,16,5,5
1907,G,In what were the churches strengthened?,The faith,Acts 16:5,Acts,16,5,5
1908,A,"According to Acts, chapter 16, verse 6, what had Paul and his companions been kept by the Holy Spirit from preaching in the province of Asia?",The word,Acts 16:6,Acts,16,6,6
1909,A,"According to Acts, chapter 16, verse 7, where did they try to enter?",Bithynia,Acts 16:7,Acts,16,7,7
1910,G,Where would the Spirit of Jesus not allow Paul and his companions to enter?,Bithynia,Acts 16:7,Acts,16,7,7
1911,G,What would the Spirit of Jesus not allow Paul and his companions to do?,Enter Bithynia,Acts 16:7,Acts,16,7,7
1912,A,"According to Acts, chapter 16, verse 8, by where did they pass?",Mysia,Acts 16:8,Acts,16,8,8
1913,A,"According to Acts, chapter 16, verse 8, to where did they go down?",Troas,Acts 16:8,Acts,16,8,8
1914,Q,"Quote Acts, chapter 16, verse 9.","""During the night Paul had a vision of a man of Macedonia standing and begging him, ""Come over to Macedonia and help us.""""",Acts 16:9,Acts,16,9,9
1915,S,"Situation question: who said it, and to whom: ""Come over to Macedonia and help us.""?",A man of Macedonia said it to Paul,Acts 16:9,Acts,16,9,9
1916,X,"In Acts, chapter 16, who saw a vision?",Paul,Acts 16:9,Acts,16,9,9
1917,G,"Whom was a man of Macedonia begging, ""Come over to Macedonia and help us.""?",Paul,Acts 16:9,Acts,16,9,9
1918,G,"Who had a vision of a man of Macedonia standing and begging him, ""Come over to Macedonia and help us.""?",Paul,Acts 16:9,Acts,16,9,9
1919,A,"According to Acts, chapter 16, verse 10, for where did we get ready at once to leave?",Macedonia,Acts 16:10,Acts,16,10,10
1920,A,"According to Acts, chapter 16, verse 10, who had seen the vision?",Paul,Acts 16:10,Acts,16,10,10
1921,A,"According to Acts, chapter 16, verse 10, what had Paul seen?",The vision,Acts 16:10,Acts,16,10,10
1922,A,"According to Acts, chapter 16, verse 11, for where did we sail straight?",Samothrace,Acts 16:11,Acts,16,11,11
1923,A,"According to Acts, chapter 16, verse 11, to where did we go on the next day?",Neapolis,Acts 16:11,Acts,16,11,11
1924,A,"According to Acts, chapter 16, verse 11, to where did we put out?",Sea,Acts 16:11,Acts,16,11,11
1925,G,From where did we put out to sea and sail straight for Samothrace?,Troas,Acts 16:11,Acts,16,11,11
1926,X,What city was a Roman colony?,Philippi,Acts 16:12,Acts,16,12,12
1927,G,What was a Roman colony and the leading city of that district of Macedonia?,Philippi,Acts 16:12,Acts,16,12,12
1928,G,To where did we travel from Neapolis?,Philippi,Acts 16:12,Acts,16,12,12
1929,G,What was the leading city of that district of Macedonia?,Philippi,Acts 16:12,Acts,16,12,12
1930,A,"According to Acts, chapter 16, verse 12, where did we stay several days?",Philippi,Acts 16:12,Acts,16,12,12
1931,A,"According to Acts, chapter 16, verse 12, to where did we travel?",Philippi,Acts 16:12,Acts,16,12,12
1932,G,From where did we travel to Philippi?,Neapolis,Acts 16:12,Acts,16,12,12
1933,X,"In Acts, chapter 16, what was outside the city gate?",A river,Acts 16:13,Acts,16,13,13
1934,X,"In Acts, chapter 16, who was a worshiper of God?",Lydia,Acts 16:14,Acts,16,14,14
1935,G,In what was Lydia a dealer?,Purple cloth,Acts 16:14,Acts,16,14,14
1936,G,Of whom was Lydia a worshiper?,God,Acts 16:14,Acts,16,14,14
1937,G,Whose heart did the Lord open to respond to Paul's message?,Lydia's,Acts 16:14,Acts,16,14,14
1938,G,Who opened Lydia's heart to respond to Paul's message?,The Lord,Acts 16:14,Acts,16,14,14
1939,G,Who invited us to her home?,Lydia,Acts 16:15,Acts,16,15,15
1940,G,To what did Lydia invite us?,Her home,Acts 16:15,Acts,16,15,15
1941,G,How did a female slave earn a great deal of money for her owners?,By fortune-telling,Acts 16:16,Acts,16,16,16
1942,G,For whom did a female slave earn a great deal of money by fortune-telling?,Her owners,Acts 16:16,Acts,16,16,16
1943,G,What did a female slave predict?,The future,Acts 16:16,Acts,16,16,16
1944,A,"According to Acts, chapter 16, verse 18, who left her?",The spirit,Acts 16:18,Acts,16,18,18
1945,G,Who commands the spirit in the name of Jesus Christ to come out of a female slave?,Paul,Acts 16:18,Acts,16,18,18
1946,G,"Who became so annoyed that he turned around and said to the spirit, ""In the name of Jesus Christ I command you to come out of her!""?",Paul,Acts 16:18,Acts,16,18,18
1947,G,"Who said to the spirit, ""In the name of Jesus Christ I command you to come out of her!""?",Paul,Acts 16:18,Acts,16,18,18
1948,G,Who left a female slave?,The spirit,Acts 16:18,Acts,16,18,18
1949,A,"According to Acts, chapter 16, verse 19, who seized Paul and Silas?",Her owners,Acts 16:19,Acts,16,19,19
1950,G,Into where did her owners drag Paul and Silas?,The marketplace,Acts 16:19,Acts,16,19,19
1951,A,"According to Acts, chapter 16, verse 20, what are these men?",Jews,Acts 16:20,Acts,16,20,20
1952,A,"According to Acts, chapter 16, verse 20, before whom did they bring them?",The magistrates,Acts 16:20,Acts,16,20,20
1953,G,Before whom did her owners bring Paul and Silas?,The magistrates,Acts 16:20,Acts,16,20,20
1954,G,With what did the magistrates order Paul and Silas to be beaten?,Rods,Acts 16:22,Acts,16,22,22
1955,G,Who joined in the attack against Paul and Silas?,The crowd,Acts 16:22,Acts,16,22,22
1956,G,Who ordered Paul and Silas to be stripped and beaten with rods?,The magistrates,Acts 16:22,Acts,16,22,22
1957,X,"In Acts, chapter 16, who were thrown into prison?",Paul and Silas,Acts 16:23,Acts,16,23,23
1958,A,"According to Acts, chapter 16, verse 23, into what were they thrown?",Prison,Acts 16:23,Acts,16,23,23
1959,A,"According to Acts, chapter 16, verse 23, what had they been?",Severely flogged,Acts 16:23,Acts,16,23,23
1960,G,How was the jailer commanded to guard Paul and Silas?,Carefully,Acts 16:23,Acts,16,23,23
1961,G,Into what were Paul and Silas thrown?,Prison,Acts 16:23,Acts,16,23,23
1962,G,How had Paul and Silas been flogged?,Severely,Acts 16:23,Acts,16,23,23
1963,G,Who was commanded to guard Paul and Silas carefully?,The jailer,Acts 16:23,Acts,16,23,23
1964,A,"According to Acts, chapter 16, verse 24, what did he receive?",These orders,Acts 16:24,Acts,16,24,24
1965,G,Who put Paul and Silas in the inner cell?,The jailer,Acts 16:24,Acts,16,24,24
1966,G,Who fastened Paul and Silas' feet in the stocks?,The jailer,Acts 16:24,Acts,16,24,24
1967,G,In what did the jailer fasten Paul and Silas' feet?,The stocks,Acts 16:24,Acts,16,24,24
1968,Q,"Quote Acts, chapter 16, verses 25 through 26.","""About midnight Paul and Silas were praying and singing hymns to God, and the other prisoners were listening to them. Suddenly there was such a violent earthquake that the foundations of the prison were shaken. At once all the prison doors flew open, and everyone's chains came loose.""",Acts 16:25-26,Acts,16,25-26,25
1969,A,"According to Acts, chapter 16, verse 25, when were Paul and Silas praying?",About midnight,Acts 16:25,Acts,16,25,25
1970,A,"According to Acts, chapter 16, verse 25, who were praying?",Paul and Silas,Acts 16:25,Acts,16,25,25
1971,G,When were Paul and Silas praying and singing hymns to God?,About midnight,Acts 16:25,Acts,16,25,25
1972,G,To whom were Paul and Silas singing hymns?,God,Acts 16:25,Acts,16,25,25
1973,G,What were Paul and Silas singing to God?,Hymns,Acts 16:25,Acts,16,25,25
1974,X,"In Acts, chapter 16, what was violent?",An earthquake,Acts 16:26,Acts,16,26,26
